endTime,artistName,trackName,msPlayed
2025-09-28 17:46,Tan Bionica,Hola Noviembre,213760
2025-09-28 17:51,Tan Bionica,La Melodía de Dios,285307
2025-09-28 17:54,Tan Bionica,Ella,227867
2025-09-28 17:58,Chano,Carnavalintro,190813
2025-09-28 18:00,Tan Bionica,Tus Horas Mágicas,160013
2025-09-28 18:05,Tan Bionica,La Suerte Esta Echada,265547
2025-09-28 18:08,Tan Bionica,Beautiful,216387
2025-09-28 18:12,Tan Bionica,Las Cosas Que Pasan,221520
2025-09-28 18:15,Chano,Claramente,161000
2025-09-28 18:18,Tan Bionica,Hola Mi Vida,211627
2025-09-28 18:22,Tan Bionica,Arruinarse,248893
2025-09-28 18:33,Tan Bionica,Pastillitas del Olvido,40024
2025-09-29 23:21,Tan Bionica,Arruinarse - En Vivo En River Plate,349806
2025-09-29 23:25,Los Auténticos Decadentes,Un Osito de Peluche de Taiwán,247453
2025-09-29 23:30,Babasonicos,Como Eran Las Cosas,240520
2025-09-29 23:34,La Vela Puerca,Va A Escampar,281533
2025-09-29 23:39,Estelares,Ella Dijo,284531
2025-09-29 23:44,No Te Va Gustar,Ángel Con Campera,279666
2025-09-30 12:00,Tan Bionica,Hola Mi Vida - En Vivo En River Plate,193412
2025-09-30 12:05,Nonpalidece,La Flor,314772
2025-09-30 12:09,Nonpalidece,Tu Presencia,221040
2025-09-30 12:13,Nonpalidece,En el Aire,257974
2025-09-30 12:17,Nonpalidece,Love Song,238986
2025-09-30 12:21,Nonpalidece,La Sonrisa,238466
2025-09-30 12:25,Nonpalidece,Activistas,229394
2025-09-30 12:29,Nonpalidece,Excusas,233070
2025-09-30 12:34,Nonpalidece,Nosotros Andamos,249427
2025-09-30 12:38,Nonpalidece,Reina,232375
2025-09-30 12:42,Nonpalidece,Tu Recompensa,203912
2025-09-30 12:46,Nonpalidece,Ay No!,269185
2025-09-30 12:51,Nonpalidece,El Ciclo de la Vida,268374
2025-09-30 12:57,Nonpalidece,Flores para Tu Partida,409478
2025-09-30 13:02,Los Cafres,Tus Ojos,254865
2025-09-30 13:08,Los Cafres,Momento,349520
2025-09-30 13:12,Los Cafres,Si el Amor Se Cae - Versión 25 Años [Live],238666
2025-09-30 13:16,Los Cafres,Bastará,279920
2025-09-30 13:21,Los Cafres,Casi Q' Me Pierdo - Versión 25 Años [Live],270733
2025-09-30 13:25,Los Pericos,Runaway,233267
2025-09-30 13:29,Los Pericos,Pupilas Lejanas,234733
2025-09-30 13:31,Los Pericos,Waitin',168933
2025-09-30 13:36,Los Pericos,Sin Cadenas,249916
2025-09-30 13:39,Los Pericos,Lindo Día,200853
2025-09-30 13:43,Fidel Nadal,International Love,246400
2025-09-30 13:47,Dread Mar I,Tu Sin Mi,245055
2025-09-30 13:51,Dread Mar I,Nada,255040
2025-09-30 13:55,Dread Mar I,Arbol Sin Hojas,199863
2025-09-30 13:58,Dread Mar I,Qué Hago Yo,193613
2025-09-30 14:02,Dread Mar I,Laberintos,255506
2025-09-30 14:05,Dread Mar I,No Te Asustes Ahora,161586
2025-09-30 14:10,Dread Mar I,Las Heridas,290293
2025-09-30 14:14,Dread Mar I,Buscar En Jah,200124
2025-09-30 14:20,Dread Mar I,Arena En Nuestras Manos,345495
2025-09-30 14:23,Dread Mar I,Tu Soldado,181498
2025-09-30 14:25,Dread Mar I,Millones de Mujeres,134844
2025-09-30 14:29,Dread Mar I,Digo No,261329
2025-09-30 14:33,Dread Mar I,Eso Lo Sé Muy Bien,209737
2025-09-30 14:38,El Kuelgue,Bossa & People,302741
2025-09-30 14:42,Dread Mar I,En el Seno del Amor,226640
2025-09-30 14:48,Los Cafres,Misterio,376800
2025-09-30 14:52,Nonpalidece,Rasta No Palidece,261777
2025-09-30 16:44,Los Cafres,Alas Canciones,156958
2025-09-30 16:47,Andrés Calamaro,Cuando te conocí,199666
2025-09-30 16:53,Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,344893
2025-09-30 16:58,La Vela Puerca,Zafar,262000
2025-09-30 16:59,Intoxicados,Fuego,92164
2025-09-30 17:17,Intoxicados,Fuego,169358
2025-09-30 17:20,Intoxicados,Quieren Rock,224400
2025-09-30 17:25,Ciro y los Persas,Vas a Bailar,300181
2025-09-30 17:29,Andrés Calamaro,Estadio Azteca,217973
2025-09-30 17:33,Bersuit Vergarabat,Toco Y Me Voy,249933
2025-09-30 17:37,La Vela Puerca,José Sabía,201560
2025-09-30 17:40,Mancha De Rolando,Carolina,178042
2025-09-30 17:45,Soda Stereo,Signos - Remasterizado 2007,315346
2025-09-30 17:49,Intoxicados,Pila Pila,266320
2025-09-30 17:52,Mancha De Rolando,Antes,145226
2025-09-30 17:55,La Vela Puerca,Doble Filo,187960
2025-09-30 17:58,Árbol,Pequeños Sueños,174360
2025-09-30 19:27,Viejas Locas,Perra,194175
2025-09-30 21:22,Chano,Naistumichiu,179400
2025-09-30 21:26,Tan Bionica,Lunita de Tucumán,236120
2025-09-30 21:30,Tan Bionica,La Melodía de Dios,285307
2025-09-30 21:34,Tan Bionica,Hola Noviembre,213760
2025-09-30 21:38,Tan Bionica,Obsesionario en La Mayor,266840
2025-09-30 21:43,Tan Bionica,Un Poco Perdido,279480
2025-09-30 21:47,Tan Bionica,Tus Ojos Mil,245547
2025-09-30 21:51,Tan Bionica,Loca,208813
2025-09-30 21:56,Tan Bionica,Música,325240
2025-09-30 22:00,Tan Bionica,El Duelo,243947
2025-09-30 22:05,Tan Bionica,Arruinarse,248893
2025-09-30 22:10,Tan Bionica,Pastillitas del Olvido,273440
2025-09-30 22:13,Tan Bionica,Hola Mi Vida,211627
2025-09-30 22:18,Tan Bionica,Mis Noches de Enero,293947
2025-09-30 22:22,Chano,Carnavalintro,190813
2025-09-30 22:25,Tan Bionica,Beautiful,216387
2025-09-30 22:29,Tan Bionica,Ciudad Mágica,209520
2025-09-30 22:31,Chano,Claramente,161000
2025-09-30 22:35,Tan Bionica,Las Cosas Que Pasan,221520
2025-09-30 22:39,Tan Bionica,Ella,227867
2025-09-30 22:42,Tan Bionica,Tus Horas Mágicas,160013
2025-09-30 23:00,Tan Bionica,La Suerte Esta Echada,257858
2025-10-01 03:28,Libronics,Lost In Noise,133001
2025-10-01 03:31,Taekoma,The Deep White,188500
2025-10-01 03:35,Scientists of Noise,White Noise Vibrations,252000
2025-10-01 03:37,PARCEL,Office Canceling Noise,143930
2025-10-01 03:41,Hum Humming,Oceanic Oasis,280869
2025-10-01 03:44,Cumulus Clouds,Still White Noise,153845
2025-10-01 03:46,Peaceful Me,Dreamy Noise,142681
2025-10-01 03:48,Hormonental,Sleeping Forever,154874
2025-10-01 03:50,NatuREM,Wide Skies (Noise),152000
2025-10-01 03:53,Sampling Specialists,White Noise Is Bright,151597
2025-10-01 04:13,State of Waves,Sleepy Bedroom Noise,0
2025-10-01 04:13,Waves Of Time,Heavenly White,175856
2025-10-01 18:49,Glee Cast,Valerie - Cover of Mark Ronson feat. Amy Winehouse,213413
2025-10-01 18:49,Pescado Rabioso,Bajan,10898
2025-10-01 18:53,Glee Cast,Smooth Criminal (feat. 2CELLOS) - Cover of Michael Jackson,214680
2025-10-01 18:57,Glee Cast,Mine - Cover of Taylor Swift,251946
2025-10-01 18:59,Glee Cast,It's My Life / Confessions Part II,111333
2025-10-01 19:03,Glee Cast,The Scientist,254413
2025-10-01 19:06,Glee Cast,4 Minutes - Cover of Madonna feat Justin Timberlake & Timbaland,189400
2025-10-01 20:02,Glee Cast,Need You Now,112154
2025-10-03 23:36,Dread Mar I,Promesas,206942
2025-10-03 23:43,Nonpalidece,Flores para Tu Partida,409478
2025-10-03 23:47,Los Pericos,Nada que perder,252693
2025-10-03 23:50,Bob Marley & The Wailers,Easy Skanking,178693
2025-10-03 23:54,Usted Señalemelo,Agua Marfil,251854
2025-10-04 00:00,Nonpalidece,La Flor,314773
2025-10-04 00:06,Bob Marley & The Wailers,Stir It Up,330760
2025-10-04 00:10,Los Cafres,Sin Gamulán,224491
2025-10-04 00:14,Fidel Nadal,International Love,246400
2025-10-04 00:18,Orishas,El Kilo,266815
2025-10-04 00:23,Los Cafres,Casi Q' Me Pierdo - Versión 25 Años [Live],270733
2025-10-04 00:26,Macaco,Lo Quiero Todo,227099
2025-10-04 00:29,Bob Marley & The Wailers,One Love / People Get Ready,172200
2025-10-04 00:33,Los Pericos,Runaway,233268
2025-10-04 00:38,Los Cafres,Este Jardín,283000
2025-10-04 00:45,Dread Mar I,Qué Hago Yo,193613
2025-10-04 00:49,Dread Mar I,Decide Tú,248467
2025-10-04 00:53,Macaco,Coincidir,266627
2025-10-04 00:58,Los Cafres,Loco,272853
2025-10-04 01:01,Nonpalidece,Reggae en el Universo,186533
2025-10-04 01:42,Taburete,Sirenas,109983
2025-10-04 14:21,Taburete,Sirenas,74663
2025-10-04 14:26,Nonpalidece,Nosotros Andamos,249427
2025-10-04 14:52,Dread Mar I,Tu Sin Mi,245056
2025-10-04 14:55,Nonpalidece,Tu Presencia,221040
2025-10-04 15:00,Los Cafres,Capitán Pelusa,247066
2025-10-04 15:06,Nonpalidece,Un amor,297906
2025-10-04 15:10,Bob Marley & The Wailers,Jamming,211427
2025-10-04 15:14,Nonpalidece,Activistas,229394
2025-10-04 15:17,El Kuelgue,Circunvalación,234307
2025-10-04 15:22,Kameleba,Intuicion,241493
2025-10-04 15:26,Los Cafres,Aire,258000
2025-10-04 15:27,Bob Marley & The Wailers,Africa Unite,49485
2025-10-04 15:32,Los Cafres,Sigo Caminando,302280
2025-10-04 15:35,Dread Mar I,Arbol Sin Hojas,199864
2025-10-04 15:39,Bob Marley & The Wailers,Is This Love,232200
2025-10-04 15:43,Nonpalidece,Ay No!,269185
2025-10-04 15:46,El Kuelgue,Parque Acuático,172646
2025-10-04 15:50,Los Pericos,Lindo Día,200853
2025-10-04 15:53,Bob Marley & The Wailers,Positive Vibration,213920
2025-10-04 15:57,Los Pericos,Mucha Experiencia,223360
2025-10-04 16:00,Dread Mar I,Migajas,171835
2025-10-04 16:03,Dread Mar I,Tu Soldado,181499
2025-10-04 16:10,Bob Marley & The Wailers,Rebel Music (3 O'Clock Roadblock),405667
2025-10-04 16:14,Nonpalidece,En el Aire,257975
2025-10-04 16:15,Intoxicados,Prólogo (Narrado),3246
2025-10-04 16:15,Viejas Locas,Legalícenla,3972
2025-10-04 16:15,Dread Mar I,Si Te Busco,76482
2025-10-04 16:15,Viejas Locas,En problemas,4420
2025-10-04 16:16,Intoxicados,Departamento Deshabitado,2357
2025-10-04 16:16,Intoxicados,Un Secreto,7841
2025-10-04 16:16,Bryant Myers,Esclava (E) - Remix,5602
2025-10-04 16:17,Viejas Locas,Contra la pared,77061
2025-10-04 16:21,Intoxicados,La Hija Del Diablo,2268
2025-10-04 16:21,Intoxicados,Se Fue Al Cielo,225813
2025-10-04 16:21,Intoxicados,Un Gran Camping,7575
2025-10-04 16:22,Intoxicados,Bienvenidos Al Apocalipsis,30026
2025-10-04 16:26,Intoxicados,Fuego,261547
2025-10-04 16:31,Intoxicados,Niña de Tilcara,299027
2025-10-04 16:35,Intoxicados,Noche Con Amigos,265027
2025-10-04 16:39,Intoxicados,Pila Pila,244732
2025-10-04 16:40,Viejas Locas,Perdóname mi amor,1849
2025-10-04 16:40,Intoxicados,Esta Saliendo El Sol,1519
2025-10-04 16:44,Viejas Locas,Perdóname mi amor,240945
2025-10-04 16:48,Intoxicados,Esta Saliendo El Sol,248600
2025-10-04 16:50,Intoxicados,Jaime Marron,81016
2025-10-04 16:52,Intoxicados,De A Ratitos,172172
2025-10-04 16:56,Viejas Locas,Muévete nena,231384
2025-10-04 17:00,Intoxicados,Don Electrón,212480
2025-10-04 17:00,Intoxicados,Del Mar,0
2025-10-04 17:04,Viejas Locas,Homero,263653
2025-10-04 17:22,Intoxicados,Viviendo Con Él,137369
2025-10-04 22:55,Viejas Locas,Ella no me quiere creer,3098
2025-10-04 22:55,Viejas Locas,Un frasco vacío,4490
2025-10-04 22:55,Intoxicados,Viviendo Con Él,171094
2025-10-04 22:55,Intoxicados,Religión,2180
2025-10-04 22:58,Viejas Locas,Todo Sigue Igual,214600
2025-10-04 23:04,Viejas Locas,Lo Artesanal,337720
2025-10-04 23:10,Intoxicados,De La Guitarra,312760
2025-10-04 23:11,Intoxicados,Yo No Fui,27239
2025-10-04 23:18,Intoxicados,El Rey,376243
2025-10-04 23:34,Intoxicados,Casi Sin Pensar,140992
2025-10-06 16:34,Intoxicados,Casi Sin Pensar,229607
2025-10-06 16:39,Intoxicados,Reggae Para Los Amigos,296667
2025-10-06 16:43,Intoxicados,Himno A Bolaños,234280
2025-10-06 16:44,Intoxicados,Prólogo (Narrado),74667
2025-10-06 16:46,Viejas Locas,Una Piba Como Vos,143533
2025-10-06 16:50,Viejas Locas,"Nena, Me Gustas Así",223187
2025-10-06 16:56,Viejas Locas,Legalícenla,333653
2025-10-06 17:02,Viejas Locas,El Arbol De La Vida / Voy A Dejarte,373653
2025-10-06 17:06,Intoxicados,Quieren Rock,224400
2025-10-06 17:10,Intoxicados,Raptado,280240
2025-10-06 17:14,Intoxicados,Señor Kioskero,198385
2025-10-06 17:20,Intoxicados,Departamento Deshabitado,350853
2025-10-06 17:24,Viejas Locas,Ya no miento,258946
2025-10-06 17:29,Intoxicados,Mi Inteligencia Intrapersonal,276547
2025-10-06 17:32,Intoxicados,Volver a Casa,226587
2025-10-06 17:37,Viejas Locas,¿Qué Vas A Hacer Tan Sola Hoy?,248693
2025-10-06 17:41,Intoxicados,Rodando Por Ahi,278533
2025-10-06 17:45,Intoxicados,Canta,244467
2025-10-06 17:50,Intoxicados,Quien Soy,261453
2025-10-06 17:52,Intoxicados,Rock Del Vuelo 20773,158333
2025-10-06 17:57,Viejas Locas,Contra la pared,287771
2025-10-06 18:01,Intoxicados,Un Secreto,212333
2025-10-06 18:05,Intoxicados,Fuiste lo mejor,269012
2025-10-06 18:07,Viejas Locas,No me pienso levantar,123051
2025-10-06 18:19,Intoxicados,Un Tema De Mierda,57098
2025-10-07 01:14,Soledad,Brindis,576
2025-10-07 01:34,Soledad,"Alma, Corazon Y Vida",8860
2025-10-07 12:08,The Kooks,Cold Heart - Single Edit,210893
2025-10-07 12:11,The Kooks,Without a Doubt,145547
2025-10-07 12:14,The Kooks,Four Leaf Clover,203082
2025-10-07 12:18,The Kooks,No Pressure,216617
2025-10-07 12:21,The Kooks,Is It Me,210453
2025-10-07 12:25,The Kooks,Be Who You Are,234693
2025-10-07 12:29,The Kooks,Bad Habit,221413
2025-10-07 12:32,The Kooks,See Me Now,181027
2025-10-07 12:34,The Kooks,Sofa Song,133253
2025-10-07 12:37,The Kooks,China Town,179040
2025-10-07 12:40,The Kooks,Sunny Baby,199040
2025-10-07 12:44,The Kooks,How'd You Like That,194908
2025-10-07 12:55,The Kooks,Rosie,60813
2025-10-07 21:21,Calle 13,Adentro,292920
2025-10-07 21:27,Canserbero,Es Épico,361979
2025-10-07 21:47,ACRU,ANIMAL,90325
2025-10-08 18:07,Tan Bionica,Loca,555
2025-10-08 18:13,Tan Bionica,Arruinarse - En Vivo En River Plate,349806
2025-10-08 18:17,Tan Bionica,Loca,208813
2025-10-08 18:20,Chano,Carnavalintro,190813
2025-10-08 18:24,Tan Bionica,La Melodía de Dios,285306
2025-10-08 18:29,Tan Bionica,La Suerte Esta Echada,265546
2025-10-08 18:33,Tan Bionica,Ella,227866
2025-10-08 18:37,Tan Bionica,Tus Ojos Mil,245546
2025-10-08 18:41,Tan Bionica,Las Cosas Que Pasan,221520
2025-10-08 18:45,Tan Bionica,El Duelo,243946
2025-10-08 18:47,Tan Bionica,Chica Biónica - En Vivo En River Plate,138946
2025-10-08 18:51,Tan Bionica,Lunita de Tucumán,236120
2025-10-08 18:56,Tan Bionica,La Ensalada,322426
2025-10-08 18:59,Chano,Naistumichiu,179400
2025-10-08 19:02,Tan Bionica,Tus Horas Mágicas,160013
2025-10-08 19:06,Tan Bionica,Beautiful,216386
2025-10-08 19:11,Tan Bionica,Música,325240
2025-10-08 19:14,Tan Bionica,Hola Mi Vida,211626
2025-10-08 19:19,Tan Bionica,Obsesionario en La Mayor,266840
2025-10-08 19:24,Tan Bionica,Un Poco Perdido,279480
2025-10-08 19:27,Tan Bionica,Hola Noviembre,213760
2025-10-08 19:31,Tan Bionica,Víctimas,239040
2025-10-08 19:34,Chano,Claramente,161000
2025-10-08 19:38,Tan Bionica,Pastillitas del Olvido,273440
2025-10-08 19:43,Tan Bionica,Mis Noches de Enero,293946
2025-10-08 19:47,Tan Bionica,Ciudad Mágica,209520
2025-10-08 19:52,La Vela Puerca,Va A Escampar,281533
2025-10-08 19:56,Babasonicos,Como Eran Las Cosas,240520
2025-10-08 19:59,No Te Va Gustar,Ese Maldito Momento,185866
2025-10-08 20:03,Los Auténticos Decadentes,Un Osito de Peluche de Taiwán,247453
2025-10-08 20:09,Las Pastillas del Abuelo,¿Qué es Dios?,349893
2025-10-08 20:13,Los Rodriguez,Para no olvidar,234813
2025-10-08 20:17,Los Cafres,Casi q' me pierdo,265691
2025-10-08 20:22,Andrés Calamaro,Paloma,296973
2025-10-08 20:26,No Te Va Gustar,Ángel Con Campera,169452
2025-10-09 14:24,The Kooks,If They Could Only Know,137792
2025-10-09 14:36,The Kooks,If They Could Only Know,54694
2025-10-09 14:39,The Kooks,Bad Habit,221413
2025-10-09 14:43,The Kooks,Gap,239960
2025-10-09 14:47,The Kooks,See The Sun,216426
2025-10-09 14:50,The Kooks,See Me Now,181026
2025-10-09 14:54,filous,Hey Love,228916
2025-10-09 14:56,The Kooks,Taking Pictures Of You,161982
2025-10-09 15:00,The Kooks,Naive - Acoustic,228045
2025-10-09 15:03,The Kooks,Pamela,184699
2025-10-09 15:07,The Kooks,So Good Looking,203285
2025-10-09 15:08,The Kooks,Seaside,99226
2025-10-09 15:12,The Kooks,Sunny Baby,199040
2025-10-09 15:19,The Kooks,Beautiful World,183586
2025-10-09 15:23,The Kooks,Closer,220933
2025-10-09 15:26,The Kooks,Mr. Maker,180880
2025-10-09 15:30,The Kooks,Picture Frame,220086
2025-10-09 15:33,The Kooks,Watching The Ships Roll In,201160
2025-10-09 15:36,The Kooks,Melody Maker,144593
2025-10-09 15:40,The Kooks,25,223893
2025-10-09 15:44,The Kooks,All the Time,246736
2025-10-09 15:46,The Kooks,Always Where I Need To Be,161720
2025-10-09 15:51,The Kooks,Sweet Emotion,308569
2025-10-09 15:54,The Kooks,Sofa Song,133253
2025-10-09 15:57,The Kooks,Connection,225733
2025-10-09 16:00,The Kooks,Never Know,175120
2025-10-09 16:04,The Kooks,Junk Of The Heart (Happy),187253
2025-10-09 16:07,The Kooks,Four Leaf Clover,203081
2025-10-09 16:10,The Kooks,How'd You Like That,194908
2025-10-09 18:04,The Kooks,Compass Will Fracture,152126
2025-10-09 22:39,Canserbero,Jeremías 17-5,318328
2025-10-09 22:43,Calle 13,Digo Lo Que Pienso,293067
2025-10-09 22:54,Trueno,MANIFIESTO FREESTYLE,148974
2025-10-13 12:21,New Order,Crystal,70831
2025-10-14 18:37,The Kooks,Compass Will Fracture,39999
2025-10-14 18:41,The Kooks,All Over The World,217400
2025-10-14 18:45,The Kooks,Around Town,250692
2025-10-15 18:59,The Kooks,Rosie,190960
2025-10-15 19:02,The Kooks,Cold Heart - Single Edit,210893
2025-10-15 19:06,The Kooks,Ooh La,208973
2025-10-15 19:06,The Kooks,China Town,45186
2025-10-15 19:10,The Beatles,Let It Be - Remastered 2009,243026
2025-10-15 19:13,The Beatles,Penny Lane - Remastered 2015,180520
2025-10-15 19:16,The Beatles,Here Comes The Sun - Remastered 2009,185733
2025-10-15 19:19,The Beatles,Eight Days A Week - Remastered 2015,163320
2025-10-15 19:22,The Beatles,Twist And Shout - Remastered 2009,155226
2025-10-15 19:25,The Beatles,Something - Remastered 2009,182293
2025-10-15 19:32,The Beatles,Hey Jude - Remastered 2015,425653
2025-10-15 19:35,The Beatles,Oh! Darling - Remastered 2009,207240
2025-10-15 19:38,The Beatles,We Can Work It Out - Remastered 2015,135693
2025-10-15 19:40,The Beatles,Eleanor Rigby - Remastered 2015,125866
2025-10-15 19:43,The Beatles,Ticket To Ride - Remastered 2015,190120
2025-10-15 19:46,The Beatles,In My Life - Remastered 2009,146333
2025-10-15 19:49,The Beatles,All You Need Is Love - Remastered 2015,227760
2025-10-15 19:50,The Beatles,A Hard Day's Night - Remastered 2015,30026
2025-10-16 20:50,The Beatles,A Hard Day's Night - Remastered 2015,2390
2025-10-16 20:54,MIKA,Any Other World,259160
2025-10-16 20:58,MIKA,Love Today,235173
2025-10-16 21:02,MIKA,"Relax, Take It Easy",270000
2025-10-16 21:06,MIKA,Big Girl (You Are Beautiful),248000
2025-10-16 21:10,MIKA,Billy Brown,194533
2025-10-16 21:13,MIKA,Lollipop,183533
2025-10-16 21:17,MIKA,Stuck In The Middle,248800
2025-10-16 21:20,MIKA,Grace Kelly,187733
2025-10-16 21:24,MIKA,My Interpretation,215093
2025-10-16 21:34,MIKA,Happy Ending/Over My Shoulder,621120
2025-10-16 21:37,KT Tunstall,Suddenly I See,201706
2025-10-16 21:41,Keane,Everybody's Changing,215880
2025-10-16 21:43,Bruno Mars,Runaway Baby,148448
2025-10-16 21:47,The Kooks,Mr. Maker,180880
2025-10-16 21:50,The Killers,Mr. Brightside,222973
2025-10-16 21:54,Maroon 5,This Love,206200
2025-10-16 21:58,James Blunt,Postcards,286973
2025-10-16 22:03,Natalie Imbruglia,Torn,244666
2025-10-16 22:06,Gnarls Barkley,Crazy,177933
2025-10-16 22:08,The Kooks,She Moves In Her Own Way,169306
2025-10-16 22:12,The Killers,Human,245373
2025-10-16 22:16,Lily Allen,Smile,196893
2025-10-16 22:20,Toploader,Dancing in the Moonlight,232693
2025-10-16 22:23,James Blunt,Stay the Night,216333
2025-10-16 22:27,Coldplay,Viva La Vida,242373
2025-10-16 22:31,Jason Mraz,I'm Yours,242946
2025-10-16 22:35,Jet,Are You Gonna Be My Girl,213800
2025-10-16 22:38,Billy Joel,Uptown Girl,197706
2025-10-16 22:42,George Ezra,Budapest,200733
2025-10-16 22:45,Paolo Nutini,Last Request,220413
2025-10-16 22:49,Bruno Mars,The Other Side (feat. CeeLo Green and B.o.B),228346
2025-10-16 22:54,The Killers,Spaceman,284546
2025-10-16 22:59,James Blunt,1973,280026
2025-10-16 23:02,CeeLo Green,Fuck You,222933
2025-10-16 23:06,KT Tunstall,Other Side Of The World,214560
2025-10-16 23:09,Paolo Nutini,New Shoes,203653
2025-10-16 23:13,Maroon 5,Misery,216200
2025-10-16 23:16,Florence + The Machine,You've Got The Love,168666
2025-10-16 23:20,Gwen Stefani,The Sweet Escape,246466
2025-10-16 23:24,MIKA,Happy Ending,273700
2025-10-16 23:28,Counting Crows,"Accidentally In Love - From ""Shrek 2"" Soundtrack",188640
2025-10-16 23:32,Wheatus,Teenage Dirtbag,241666
2025-10-16 23:36,TOTO,Africa,295893
2025-10-16 23:39,Neon Trees,Everybody Talks,177280
2025-10-16 23:44,Michael Bublé,Haven't Met You Yet,244586
2025-10-16 23:48,Eagle-Eye Cherry,Save Tonight,242733
2025-10-16 23:51,Madness,Our House,203173
2025-10-16 23:55,The Rasmus,In the Shadows,257920
2025-10-16 23:59,Razorlight,America,249760
2025-10-17 00:03,MIKA,We Are Golden,238040
2025-10-17 00:08,Florence + The Machine,Dog Days Are Over,252818
2025-10-17 00:11,Amy Macdonald,This Is The Life,184413
2025-10-17 00:14,Cocoon,Chupee,176853
2025-10-17 00:18,Rusted Root,Send Me On My Way,263360
2025-10-17 00:21,Phil Collins,You Can't Hurry Love - 2016 Remaster,175746
2025-10-17 00:24,Bob Sinclar,Love Generation - Edit,204105
2025-10-17 00:29,Of Monsters and Men,Little Talks,266600
2025-10-17 00:34,MGMT,Kids,302840
2025-10-17 00:37,John Travolta,You're The One That I Want - From “Grease”,169840
2025-10-17 00:40,Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413
2025-10-17 00:44,MIKA,Talk About You,202373
2025-10-17 00:47,Madness,It Must Be Love,206266
2025-10-17 00:51,Ed Sheeran,Sing,235382
2025-10-17 00:55,Paolo Nutini,Jenny Don't Be Hasty,207133
2025-10-17 04:46,fun.,Carry On,102932
2025-10-17 16:03,The Beatles,A Hard Day's Night - Remastered 2015,52190
2025-10-17 16:06,The Beatles,Love Me Do - Mono / Remastered,140173
2025-10-17 16:09,The Beatles,Yesterday - Remastered 2009,125667
2025-10-17 16:11,The Beatles,I Want To Hold Your Hand - Remastered 2015,145747
2025-10-17 16:14,The Beatles,She Loves You - Mono / Remastered,140920
2025-10-17 17:02,The Beatles,Octopus's Garden - Remastered 2009,138600
2025-10-17 19:21,MIKA,Love Today,235173
2025-10-17 19:26,MIKA,"Relax, Take It Easy",270000
2025-10-17 19:30,MIKA,Big Girl (You Are Beautiful),248000
2025-10-17 19:33,MIKA,Lollipop,183533
2025-10-17 19:34,MIKA,Billy Brown,11084
2025-10-17 19:34,MIKA,Lollipop,555
2025-10-17 19:37,MIKA,Billy Brown,194533
2025-10-17 19:41,MIKA,Any Other World,259160
2025-10-17 19:46,MIKA,Stuck In The Middle,248800
2025-10-17 19:56,MIKA,Happy Ending/Over My Shoulder,621120
2025-10-17 19:57,MIKA,Grace Kelly,84252
2025-10-17 23:36,MIKA,Any Other World,122468
2025-10-17 23:41,MIKA,Stuck In The Middle,247855
2025-10-17 23:49,MIKA,Happy Ending/Over My Shoulder,338150
2025-10-17 23:52,MIKA,Grace Kelly,187733
2025-10-17 23:55,MIKA,My Interpretation,215093
2025-10-18 00:20,Keane,This Is The Last Time,110440
2025-10-18 02:48,Keane,This Is The Last Time,99354
2025-10-18 02:48,Avril Lavigne,Complicated,23973
2025-10-18 02:52,The Kooks,Connection,225733
2025-10-18 02:56,The Kooks,Ooh La,208973
2025-10-18 02:59,The Kooks,She Moves In Her Own Way,169307
2025-10-18 02:59,The Kooks,Naive - Acoustic,2223
2025-10-18 03:02,The Kooks,Mr. Maker,180880
2025-10-18 03:05,The Kooks,Compass Will Fracture,192133
2025-10-18 03:09,filous,Hey Love,228917
2025-10-18 03:12,The Kooks,Taking Pictures Of You,161982
2025-10-18 03:16,The Kooks,Pumped Up Kicks - BBC Live Version,202284
2025-10-18 03:20,The Kooks,All the Time,246736
2025-10-18 03:24,The Kooks,Sway,216880
2025-10-18 03:27,The Kooks,Pamela,184700
2025-10-18 03:32,The Kooks,Closer,220933
2025-10-18 03:35,The Kooks,Westside,210193
2025-10-18 03:38,The Kooks,If They Could Only Know,192507
2025-10-18 03:40,The Kooks,Seaside,99227
2025-10-18 03:42,The Kooks,Oasis,113427
2025-10-18 03:46,The Kooks,See The Sun,216427
2025-10-18 03:47,The Kooks,See Me Now,61907
2025-10-18 03:47,The Kooks,Never Know,3592
2025-10-18 03:49,The Kooks,Jackie Big Tits,152587
2025-10-18 04:02,The Kooks,Melody Maker,61045
2025-10-18 11:17,The Kooks,Melody Maker,14818
2025-10-18 11:21,The Kooks,Is It Me,210453
2025-10-18 11:24,The Kooks,How'd You Like That,194908
2025-10-18 11:27,The Kooks,China Town,179040
2025-10-18 11:31,The Kooks,Be Who You Are,234693
2025-10-18 11:35,The Kooks,No Pressure,216617
2025-10-18 11:38,The Kooks,Picture Frame,220086
2025-10-18 11:42,The Kooks,25,223893
2025-10-18 11:45,The Kooks,Naive,203507
2025-10-18 11:49,The Kooks,Four Leaf Clover,203082
2025-10-18 11:53,The Kooks,Gap,239960
2025-10-18 11:55,The Kooks,Jeanie,161633
2025-10-18 12:00,The Kooks,Around Town,250692
2025-10-18 12:03,The Kooks,So Good Looking,203285
2025-10-18 12:05,The Kooks,Sofa Song,133253
2025-10-18 12:09,The Kooks,Killing Me,205027
